period_id,next_period_id,duration,pavg_turnover_rate,pavg_core_exp,pavg_rel_exp,pavg_n_party,pavg_arist_sup,pavg_agrar_sup,pavg_party_sup,pavg_busin_sup,pavg_beaur_sup,pavg_milit_sup,pavg_ethni_sup,pavg_relig_sup,pavg_local_sup,pavg_ubour_sup,pavg_rbour_sup,pavg_uprol_sup,pavg_rprol_sup,pavg_forei_sup,pavg_arist_opp,pavg_agrar_opp,pavg_party_opp,pavg_busin_opp,pavg_beaur_opp,pavg_milit_opp,pavg_ethni_opp,pavg_relig_opp,pavg_local_opp,pavg_ubour_opp,pavg_rbour_opp,pavg_uprol_opp,pavg_rprol_opp,pavg_forei_opp,pavg_sup_size,pavg_opp_size,pavg_dem_mob,pavg_aut_mob,pavg_pwr_ses,pavg_pwr_soc,pavg_legcon,pavg_jucon,pavg_repress,pfy_gini_disp,pfy_gini_mkt,pfy_gdp_percap,p_communist,p_elecaut
LKA: 2010-2014,LKA: 2015-2020,5,0.12257738441144121,8.467957917022346,1.467957917022346,11.6,0,0.167,1,0.667,1,0.833,0.833,0.833,0.167,0.333,0.5,0.5,0.5,0,0,0,0.2,0.2,0.2,0,0.4,0.2,0.2,0.4,0.4,0.2,0.2,0,2.088,0.946,-0.121,-1.033,0.852,0.4568,0.275,0.6514,-0.602,48.025062789916994,42.94884292602539,10342,FALSE,FALSE
LSO: 1967-2001,LSO: 2002-2020,36,0.24820948237087695,4.327409810264645,-2.3297330468782116,0.8,0.243,0.18228571428571427,0.4206857142857143,0.3038,0.243,0.6730857142857143,0.36451428571428574,0.18228571428571427,0.243,0.08854285714285715,0.0608,0.09488571428571428,0,0.3037142857142857,0.26074285714285717,0.1537714285714286,0.5014285714285714,0.3068857142857143,0.09174285714285714,0.3828285714285714,0.24522857142857143,0.09174285714285714,0.09174285714285714,0.211,0.015514285714285715,0.07265714285714285,0,0.2344,1.1788857142857143,0.9246857142857142,0.8453999999999999,1.3189142857142857,0.4912,1.4853714285714286,NA,0.7165428571428571,0.07120000000000001,51.688621025085446,57.71148887634277,1585,FALSE,TRUE
MDG: 1966-1992,MDG: 1993-2008,33,0.24596772922955223,4.134119870051411,-3.3473616114300713,0.9259259259259259,0.05466666666666667,0.12592592592592594,0.9204074074074075,0.3692592592592593,0.6146666666666667,0.799037037037037,0.609925925925926,0.12592592592592594,0.3584814814814815,0.24207407407407408,0.09944444444444445,0.0632962962962963,0.1742962962962963,0.11392592592592593,0.027777777777777776,0.027777777777777776,0.5816296296296296,0.4057777777777778,0.007407407407407408,0.25492592592592594,0.027777777777777776,0.2818148148148148,0.007407407407407408,0.2743703703703704,0.7144814814814815,0.10537037037037036,0.12155555555555556,0,0.8208518518518518,1.489962962962963,-1.295962962962963,-1.281074074074074,0.6394814814814815,0.42762962962962964,NA,0.2770740740740741,0.06544444444444444,42.339603958129885,45.52883506774902,1428,TRUE,FALSE
MDG: 2009-2018,MDG: 2019-2020,10,0.5619615093203802,2.481845341885665,-0.518154658114335,2.7,0,0.004200000000000001,0.9028,0.9305,0.6404000000000001,0.7517,0.2431,0.251,0.36110000000000003,0.27040000000000003,0.3496,0,0.0472,0.0893,0,0.1233,0.6407,0.5174,0.1233,0.3993,0,0.1128,0,0.3108,0.7535000000000001,0,0,0,0.791,1.7453,-0.159,-1.4868,-0.0858,0.589,0.2715,0.2488,1.2617,43.037583837566864,48.137608277213594,1404,FALSE,TRUE
MDV: 1966-2008,MDV: 2009-2011,43,0.1405849351893453,7.476258300661129,-5.453974257478405,0.06976744186046512,0.4930232558139535,0.24069767441860465,0.4872093023255814,0.4174418604651163,0.4174418604651163,0.4116279069767442,0.013953488372093025,0.4174418604651163,0.17093023255813952,0.005813953488372093,0.4872093023255814,0,0.24069767441860465,0.011627906976744186,0,0,0,0.023255813953488372,0,0,0,0.023232558139534884,0.05811627906976744,0,0.04653488372093024,0,0,0.48834883720930233,1.0183720930232558,-0.7713720930232558,-0.7812558139534884,0.29227906976744183,-2.038046511627907,1.2111162790697674,0.06546511627906977,0.06276744186046512,-0.6015348837209302,39.13632499694824,40.6232260131836,15528,FALSE,TRUE
MEX: 1966-2000,MEX: 2001-2020,179,0.2810545797266275,3.3814584605772136,-0.047112967994215174,1,0.1427142857142857,0.2124857142857143,0.9682857142857143,0.7653142857142857,0.6892,0.524,0,0.06342857142857143,0.4602857142857143,0.2727428571428571,0.54,0.47322857142857144,0.32665714285714287,0.09514285714285714,0,0,0.47154285714285715,0.1694857142857143,0,0,0.004771428571428571,0,0.23511428571428572,0.4618285714285714,0.38562857142857143,0.4733428571428572,0,0,1.2914857142857143,-0.23005714285714288,1.568342857142857,2.1051142857142855,-0.09419999999999999,0.15157142857142858,0.13031428571428572,0.34491428571428573,-0.7138857142857142,48.79235397338867,49.98722194671631,13821,FALSE,TRUE
MLI: 1966-1991,MLI: 1992-2012,32,0.31148356155500717,3.4940295959035548,-6.505970404096446,0.6923076923076923,0,0.25,0.2573846153846154,0.21153846153846154,0.29584615384615387,0.8868461538461538,0,0,0.0673076923076923,0.04584615384615385,0.04584615384615385,0,0,0,0,0,0,0.28957692307692307,0,0.2799615384615385,0.26184615384615384,0.28846153846153844,0,0.3173076923076923,0.057692307692307696,0.25,0.25,0,0.03946153846153846,-0.2053076923076923,0.4842692307692308,1.6625384615384615,-0.3174230769230769,-0.6917692307692308,NA,0.5796153846153845,-0.4678076923076923,39.88373919193017,45.944044020171425,998,FALSE,FALSE
MNE: 1997-2005,MNE: 2006-2020,9,0.3481896137068551,2.7373202468030042,0.29287580235856,3.3333333333333335,0.167,0,0.9443333333333334,0.6113333333333334,0.8886666666666666,0.05566666666666667,0.44433333333333336,0,0.333,0.2776666666666667,0.333,0,0,0.11133333333333334,0,0,0.037111111111111116,0.167,0,0,0.5,0.167,0.167,0.167,0.167,0,0,0.2961111111111111,1.7577777777777777,1.3574444444444445,0.639888888888889,0.6658888888888889,0.4633333333333333,0.519,NA,0.721,0.836,37.76127597808838,48.07493198394776,11627,FALSE,TRUE
MNG: 1966-1989,MNG: 1990-2020,66,0.16673700193681884,6.306997053980351,-2.2346696126863157,1,0,0,1,0.125,0.625,0.5,0.125,0,0.125,0.5,0.375,0.5,0.125,0.875,0.143,0.143,0.14895833333333333,0,0.143,0,0,0.005958333333333333,0.28004166666666663,0.14895833333333333,0.15491666666666665,0,0,0.286,1.8411666666666666,-1.3979583333333332,-3.0398333333333336,-0.013958333333333338,1.252,1.567,0.16,0.107,-1.7224583333333332,37.474679981500444,44.902846808318344,6070,TRUE,FALSE
MOZ: 1975-1993,MOZ: 1994-2003,19,0.1695590181006508,5.770416413018662,0.1914690445976094,1,0,0.167,0.9746315789473684,0.20194736842105265,0.6500526315789474,0.48305263157894734,0.3245789473684211,0.19342105263157897,0.20194736842105265,0.28963157894736846,0.03515789473684211,0.167,0,0.02536842105263158,0,0.12694736842105264,0.07321052631578948,0.12694736842105264,0,0.31478947368421056,0.6286842105263158,0.24442105263157896,0.39652631578947367,0.010105263157894737,0,0.29110526315789476,0.11815789473684211,0.3762105263157895,0.5477894736842105,0.798,-0.793,-0.21063157894736842,1.2440526315789475,0.888,0.152,0.27221052631578946,-1.4957894736842106,41.226346624386046,46.24557634758347,348,TRUE,FALSE
MUS: 1966-1967,MUS: 1968-2020,2,0.5357142857142855,1.5,0,3,0.25,0.5,0.5,0.5,0.25,0,0,0,0.5,0,0.25,0,0,0.5,0.25,0.25,0,0.25,0,0,0.25,0.25,0.25,0.25,0,0.25,0,0,0.749,-0.038,1.7175,-0.656,0.051,0.743,0.88,0.76,1.138,37.16794015190132,43.52462780000253,3472,FALSE,FALSE
MWI: 1966-1993,MWI: 1994-2020,30,0.2780815298147231,6.042764133625478,-8.457235866374523,NA,0.167,0.3092857142857143,1,0.32707142857142857,0.5,0.32707142857142857,0.667,0.167,0.6610357142857143,0.167,0.167,0.167,0.333,0,0.2,0.2,0.4428571428571429,0.4357142857142857,0.2285714285714286,0.20714285714285716,0.6071428571428571,0.4428571428571429,0.2,0.6428571428571428,0.24285714285714285,0.4,0.4,0.028571428571428574,0.3458928571428571,-0.8726071428571429,-1.3753928571428573,-0.8329642857142857,-0.6846785714285714,-0.02239285714285714,0.07975,0.4268214285714286,-3.219,48.28095504760742,52.3775199508667,803,FALSE,FALSE
"NAM: 1990-2018","NAM: 2019-2020",29,0.11091473411770161,8.44177584135579,2.0624654965282034,1,0.1650344827586207,0.273,0.6652413793103449,0.27841379310344827,0.33027586206896553,0.49755172413793103,0.6603103448275862,0.16617241379310346,0.3801379310344828,0.3801379310344828,0.1650344827586207,0.8233103448275861,0.4942068965517241,0.1706206896551724,0.001103448275862069,0.001103448275862069,0.16586206896551725,0.167,0,0,0.17610344827586208,0,0.1806896551724138,0.0022413793103448275,0.17731034482758623,0.013758620689655172,0.001103448275862069,0.001103448275862069,1.761344827586207,-0.04486206896551724,-1.2541724137931034,-0.898,1.0867241379310346,0.6286896551724138,0.71,0.8910689655172414,2.473793103448276,41.428452863161816,45.60799583474093,9030,FALSE,TRUE
NER: 1966-1992,NER: 1993-1995,33,0.29697502791268204,3.7504069033608287,-2.027370874416949,0.4444444444444444,0.207,0.23148148148148148,0.48744444444444446,0.23148148148148148,0.44907407407407407,0.7671851851851852,0.06944444444444445,0.25,0.2962962962962963,0.1560740740740741,0.17592592592592593,0.09259259259259259,0.07737037037037037,0.125,0.018518518518518517,0,0.25925925925925924,0.25925925925925924,0.36574074074074076,0.6375555555555555,0.25,0.375,0,0.2744814814814815,0,0.009259259259259259,0.004629629629629629,0.125,0.8075925925925926,0.40855555555555556,-0.511925925925926,0.45685185185185184,0.857,0.2200740740740741,NA,0.5327407407407407,-0.7022592592592592,38.53147790908813,41.82805194854736,765,FALSE,FALSE
NER: 1996-1999,NER: 2000-2009,4,0.669168060200669,2.4303442028985502,0.68034420289855,2.75,0.1275,0.0035,0.35925,0.131,0.354,0.7717499999999999,0,0.22475,0.0245,0.0035,0.0035,0,0,0.12925,0,0.09375,0.354,0.354,0.48325,0.7415,0.2585,0.3875,0,0.2585,0.09375,0.09375,0,0.12925,0.67225,0.3645,0.349,0.708,2.229,1.282,NA,0.63125,0.4305,38.57927898406982,41.93048095703125,725,FALSE,TRUE
NER: 2010-2010,NER: 2011-2015,2,0.05882352941176505,4.88235294117647,3.88235294117647,4,0.017,0,0.425,0.142,0.392,0.733,0.108,0.25,0.142,0.034,0.034,0,0,0.341,0,0,0.174,0.281,0.314,0.438,0.281,0.405,0,0.157,0.017,0,0,0.14,1.297,0.656,0.227,1.267,2.052,1.288,0.19,0.661,1.885,37.47972896575928,39.20635807037353,809,FALSE,TRUE
NGA: 1966-1979,NGA: 1980-1983,14,0.34356665769551764,3.0094063057108436,-1.6334508371462992,NA,0.20935714285714285,0.10742857142857143,0.2222142857142857,0.2607857142857143,0.46614285714285714,0.7495,0.14964285714285713,0.07478571428571427,0.2042857142857143,0.07442857142857143,0.15714285714285714,0.13599999999999998,0.06871428571428571,0.005285714285714285,0.2676428571428571,0.15464285714285714,0.15014285714285713,0.07742857142857143,0.066,0.25842857142857145,0.31314285714285717,0.12121428571428572,0.22085714285714286,0.43842857142857145,0.16564285714285715,0.1519285714285714,0.14892857142857144,0.0055,-0.12778571428571428,0.40014285714285713,0.06799999999999999,-1.1465714285714286,-1.2135,1.187,0.14307142857142857,0.38,0.32271428571428573,43.330788517595735,44.56721498121065,3440,FALSE,FALSE
NGA: 1984-2014,NGA: 2015-2020,32,0.4323376895802831,2.451467690216946,-1.0001452130088606,NA,0.25487096774193546,0.15345161290322581,0.5114193548387097,0.43232258064516127,0.3953225806451613,0.5824193548387097,0.22790322580645161,0.1638709677419355,0.23916129032258066,0.16148387096774194,0.20970967741935484,0.08832258064516128,0.105,0.004580645161290322,0.15948387096774194,0.02093548387096774,0.26948387096774196,0.02893548387096774,0.05564516129032258,0.2600967741935484,0.17112903225806453,0.11519354838709678,0.10796774193548388,0.5670645161290323,0.2679677419354839,0.11648387096774193,0.1292258064516129,0.015903225806451614,0.8616774193548387,0.1864193548387097,1.1213548387096774,-0.7862903225806451,-0.5224516129032258,1.0671290322580647,0.671741935483871,0.4643548387096774,0.8283225806451613,41.59623405456543,43.38718715667724,5569,FALSE,FALSE
NIC: 1966-1983,NIC: 1984-2016,146,0.344517860907804,3.086875709064989,-2.1353465131572333,1.3888888888888888,0.5706111111111111,0.7650555555555556,0.5127222222222222,0.577,0.7563333333333333,1,0,0.19444444444444445,0.3888888888888889,0.23494444444444446,0.11744444444444445,0.17938888888888888,0.4381111111111111,0.6325555555555555,0,0.15672222222222223,0.333,0.37872222222222224,0,0,0.07400000000000001,0.15672222222222223,0.07400000000000001,0.7692777777777777,0.4713333333333334,0.6397777777777778,0.4157222222222222,0.23072222222222222,-0.09683333333333333,2.7030000000000003,-0.03144444444444444,0.6298333333333332,-1.4075000000000002,-1.6255,NA,0.07333333333333333,-2.2,40.51965454110257,43.027927628202974,4987,FALSE,TRUE
NPL: 1966-1990,NPL: 1991-2001,191,0.4862339294692235,2.937768708415767,-6.062231291584233,0,0.9932,0.7612,0.40112000000000003,0.005679999999999999,0.1748,0.568,0.40452000000000005,0.20568,0.36348,0.005679999999999999,0.0068000000000000005,0.005679999999999999,0.005679999999999999,0,0,0,0.49148,0.2486,0.005679999999999999,0,0.26108,0.2486,0.25312,0.25424,0.75028,0.2554,0.25424,0.005679999999999999,-0.81112,0.85168,-0.30648,0.9708,-0.3102,-0.21488,0.35824,0.3724,-0.94428,38.10463405609131,39.987800102233884,1274,FALSE,TRUE
NPL: 2002-2007,NPL: 2008-2020,6,0.7569677033492823,2.9717304625199366,1.80506379585327,2.8333333333333335,0.875,0.3666666666666667,0.8166666666666667,0.3125,0.5166666666666666,0.7,0.35833333333333334,0.20416666666666666,0.27083333333333337,0.26666666666666666,0.3416666666666667,0.1625,0.0625,0.11666666666666667,0,0,0.43533333333333335,0.19783333333333333,0.21783333333333332,0,0.7458333333333333,0.25416666666666665,0.036500000000000005,0.3468333333333333,0.523,0.56466666666666665,0.25416666666666665,0.37916666666666665,0.06816666666666667,1.9113333333333333,1.6871666666666667,-0.69,1.4033333333333333,1.1560000000000001,0.8125,0.7581666666666667,0.7869999999999999,38.49221893310547,40.39256290435791,1916,FALSE,FALSE
PAK: 1966-1971,PAK: 1972-1976,16,0.5508158508158508,1.7158508158508166,-0.2841491841491834,NA,0.2,0.2,0.26666666666666666,0.33333333333333337,0.6666666666666667,0.8666666666666667,0,0.2,0.13333333333333333,0.4,0.06666666666666667,0,0,0,0.2,0.06666666666666667,0.4,0.06666666666666667,0.06666666666666667,0.30000000000000004,0,0,0,0.2,0.26666666666666666,0,0,0,-0.315,0.9353333333333332,0.23133333333333334,-1.542,-0.663,-0.242,0.39949999999999997,0.4181666666666667,-0.418,32.850447998046874,34.30568504333496,1822,FALSE,FALSE
PAK: 1977-1988,PAK: 1989-1999,12,0.4018721052692827,2.7345219184936926,-3.7654780815063074,0,0,0.05,0.2,0,0.4,0.95,0.15000000000000002,0.7000000000000001,0.15000000000000002,0.05,0.2,0,0,0,0,0,0.21250000000000002,0,0.0625,0.275,0.15000000000000002,0,0,0.16666666666666669,0.15000000000000002,0.016666666666666666,0.016666666666666666,0,-0.8892500000000001,0.102,-0.14166666666666666,-1.016,-0.663,-0.048,NA,0.42625,-0.85675,33.92821292877197,34.861255111694334,2997,FALSE,FALSE
PAK: 2000-2008,PAK: 2009-2017,10,0.45215220051133365,2.819733269826149,-2.180266730173851,3.3333333333333335,0.5741111111111111,0.20122222222222222,0.20122222222222222,0.4197777777777778,0.40244444444444444,0.9765555555555555,0,0.20122222222222222,0.20122222222222222,0.17777777777777778,0.379,0,0.023444444444444445,0,0,0.17777777777777778,0.3777777777777778,0,0.2048888888888889,0.22222222222222224,0.022222222222222223,0.17777777777777778,0,0.022222222222222223,0.044444444444444446,0,0,0,-0.12144444444444444,0.673888888888889,0.1941111111111111,-0.5363333333333333,-0.663,-0.048,NA,0.461,0.8277777777777777,35.06084003448486,35.43994686126709,4350,FALSE,TRUE
PAN: 1969-1989,PAN: 1990-2020,22,0.38526295133437993,2.7917277167277175,-2.6844627594627584,0.2857142857142857,0.009285714285714286,0.18119047619047618,0.2976190476190476,0.49738095238095237,0.033095238095238094,0.7169047619047619,0,0,0.011904761904761904,0.25,0.1930952380952381,0,0.14547619047619048,0.6018571428571429,0,0.03571428571428571,0.25,0.25,0.23809523809523808,0.02642857142857143,0,0,0,0.4880952380952381,0.4880952380952381,0,0.23809523809523808,0.2261904761904762,-1.1046666666666667,0.18966666666666668,-1.0653809523809523,-0.1864761904761905,0.4198095238095238,0.023285714285714285,0.06761904761904762,0.41566666666666663,0.30628571428571427,49.90882396697998,54.598409004211426,7116,FALSE,TRUE
PER: 1969-1980,PER: 1981-1990,13,0.43871939857814474,2.4693953531705075,-1.1139379801628257,0,0,0,0.006583333333333333,0.07466666666666667,0.027833333333333335,0.9366666666666666,0,0.00475,0,0.12391666666666667,0.021833333333333333,0.11316666666666667,0.0105,0,0,0.22841666666666668,0.20458333333333334,0,0,0.0295,0,0,0,0.46008333333333334,0.04725,0.013916666666666667,0.005666666666666667,0,-0.3780833333333333,-1.19475,-1.19825,-1.21625,0.5856666666666667,0.05958333333333332,NA,0.0835,0.30133333333333334,55.45061611175537,57.64854484558106,7184,FALSE,FALSE
PER: 1991-2000,PER: 2001-2020,11,0.4666993464052287,2.352026143790849,-3.147973856209151,1.4,0,0,0.1547,0.6292,0.167,0.3453,0,0.167,0,0,0.333,0,0,0,0,0.2,0.1852,0.14,0,0.1548,0.22,0,0,0.26,0.1548,0.26,0,0,0.7116,-0.8113,-0.4708,-0.4676,0.6912,-0.01,0.38880000000000003,0.1467,0.5968,51.05240619659424,56.9382820892334,6217,FALSE,TRUE
PHL: 1966-1985,PHL: 1986-2020,21,0.2028289786779775,5.008835178926251,-5.491164821073749,0.9,0.167,0.64535,0.82875,0.7562,0.7228,1,0.167,0.056150000000000005,0.4785,0.27895000000000003,0.3351,0.11195000000000001,0.3351,0.44385,0,0.04,0.17,0.2,0.00275,0.0055,0.33,0.14275000000000002,0.24000000000000002,0.5,0.36,0.54725,0.18275000000000002,0,-1.62035,-1.7127999999999999,1.2106000000000001,-0.43905,-1.5225,-1.45015,0.26685000000000003,0.367,-0.81135,41.75609588623047,44.751417045593264,3684,FALSE,TRUE
POL: 1966-1989,POL: 1990-2020,64,0.27203460110626837,3.814476404326825,-0.8938569290065084,2.2916666666666665,0,0,0.778,0.008,0.778,0.918,0,0.0026666666666666666,0.222,0.680875,0.005333333333333333,0.5160416666666667,0.005333333333333333,0.83475,0.15104166666666666,0.25,0.174875,0.125,0,0,0,0.231375,0,0.45975,0.2648333333333333,0.06470833333333334,0.09375,0.026041666666666668,0.986375,0.8039999999999999,-0.5854583333333334,1.3432916666666666,2.2848333333333333,-0.037208333333333336,0.14900000000000002,0.5659583333333333,-0.30062500000000003,26.26282611846924,39.07128112792969,11056,TRUE,FALSE
PRT: 1966-1975,PRT: 1976-2020,50,0.3958993212669684,2.396182126696834,0.09618212669683399,1.4,0.21500000000000002,0.5021,0.48360000000000003,0.7083,0.813,0.7172,0,0.0668,0.17270000000000002,0.1487,0.1728,0.1487,0.4452,0,0,0.0167,0.1389,0.0167,0,0.2998,0,0,0,0.4833,0.6222000000000001,0.3164,0,0.1389,0.5680999999999999,-1.7790000000000001,0.40759999999999996,0.7142000000000001,0.02789999999999999,1.1245,0.1876,0.4607,-0.329,32.79244895935059,51.64029094696045,11278,FALSE,TRUE
PRY: 1966-2003,PRY: 2004-2020,193,0.23679835861276308,5.995752354755119,-2.4516160662975124,1.2105263157894737,0.054052631578947366,0.4133421052631579,0.850078947368421,0.3117894736842105,0.7582105263157894,0.8001052631578948,0,0.18563157894736843,0.17739473684210527,0,0.0411578947368421,0,0.09521052631578947,0.15952631578947368,0,0.11850000000000001,0.1832105263157895,0.21910526315789475,0,0.4070263157894737,0.3575263157894737,0,0,0.4760263157894737,0.27313157894736845,0.1876578947368421,0.15881578947368422,0,1.6780789473684212,-0.8583421052631579,0.5606842105263158,-0.5198157894736842,-0.8332105263157894,-1.2481578947368421,0.2715526315789474,0.29636842105263156,-0.3383157894736842,52.04999691009522,53.05520069122314,5876,FALSE,TRUE
ROU: 1966-1989,ROU: 1990-2020,131,0.24250746551214888,4.879258811219996,-7.620741188780004,1,0,0,0.8854166666666666,0,0.6152916666666667,0.3050833333333333,0,0,0,0.4367916666666667,0.14733333333333334,0.567,0,0,0,0,0,0.13704166666666664,0.017875,0.11916666666666666,0,0,0,0.191625,0.17975,0.161875,0.161875,0,0.4887916666666667,-1.38025,-2.3863749999999997,0.5319166666666667,2.171,2.137,0.023,0.109,-3.214,21.45279602050781,30.216411972045897,11567,TRUE,FALSE
SDN: 1969-1985,SDN: 1986-1988,17,0.4347689672644298,2.7382904973982294,-5.320533032013535,0.9411764705882353,0,0.13405882352941179,0.5944705882352941,0.004647058823529412,0.004647058823529412,0.6556470588235294,0.004647058823529412,0.004647058823529412,0.004647058823529412,0.013294117647058823,0,0,0,0,0.00864705882352941,0.25570588235294117,0.21329411764705883,0.2752352941176471,0.013294117647058823,0.5161176470588236,0.13805882352941176,0.4086470588235294,0.08388235294117648,0.21329411764705883,0.22505882352941178,0.004647058823529412,0.13094117647058823,0,0.187,0.593235294117647,-0.38876470588235296,0.18111764705882352,-0.587764705882353,-0.49,0.19605882352941176,0.3254705882352941,-0.4742352941176471,49.1607137298584,41.614896087646486,1872,TRUE,FALSE
SEN: 1966-1999,SEN: 2000-2020,40,0.20124037544422088,5.504458337326915,-3.6131887214966145,1.911764705882353,0.023529411764705882,0.2,0.6,0.5764705882352941,0.4,0.4,0.2,0.4,0.8,0.17647058823529413,0.3764705882352941,0.29411764705882354,0.11764705882352942,0.2,0,0.2,0.29411764705882354,0.2,0,0,0.2,0.08235294117647059,0,0.4,0.2,0,0,0,1.9323529411764706,0.767470588235294,-0.067,1.1563235294117649,0.47402941176470587,1.807,0.6663235294117648,0.619,1.3805,41.199296112060544,43.374235763549805,1846,FALSE,TRUE
SLE: 1967-2001,SLE: 2002-2020,35,0.320634150547312,3.7844464745591413,-2.6155535254408586,1.2857142857142858,0,0,0.3946571428571429,0.007714285714285714,0.3306,0.49042857142857144,0.33142857142857146,0,0.07554285714285715,0.011428571428571429,0.011428571428571429,0.012685714285714286,0.011428571428571429,0.07014285714285715,0.02142857142857143,0,0.1357142857142857,0,0.2,0.17857142857142858,0.2952,0,0.22174285714285713,0.028257142857142856,0,0,0,0.10511428571428572,0.5965428571428572,1.0976857142857144,0.4701142857142857,0.19674285714285716,0.17674285714285715,-0.35854285714285716,NA,0.3067142857142857,0.06751428571428572,42.540644836425784,42.97020469665527,929,FALSE,FALSE
SLV: 1966-1983,SLV: 1984-2020,143,0.41412077201550884,2.3265896222036573,-0.006743711129676089,1.2222222222222223,0.4583333333333333,0.5,0.5,0.5,0.20833333333333334,1,0,0.25,0,0,0,0,0,0.25,0,0.25,0,0,0,0.0029444444444444444,0,0.2668333333333333,0,0.4444444444444444,0.4444444444444444,0.6944444444444444,0.25,0.027777777777777776,-1.7338333333333333,1.8935000000000002,1.5714444444444444,-1.224,-1.353388888888889,0.5111666666666667,0.04211111111111111,0.3238888888888889,-1.0570555555555556,40.735289077693174,45.18540211090724,4613,FALSE,TRUE
SRB: 1997-2000,SRB: 2001-2020,4,0.45892603129445253,1.8970483641536275,0.14704836415362754,3.25,0,0,1,0.7497499999999999,0.5355,0.67825,0.49974999999999997,0.286,0.32175,0.35724999999999996,0.0715,0.49974999999999997,0.32175,0,0,0,0.15000000000000002,0,0,0,0.49174999999999996,0,0.15000000000000002,0.08325,0.625,0.08325,0.08325,0.34175,1.794,0.043500000000000004,2.21625,1.0885,0.7304999999999999,0.698,0.4475,0.384,-0.435,32.13571702957153,49.46845897674561,7707,FALSE,TRUE
STP: 1975-1990,STP: 1991-2020,16,0.30511675824175827,3.6941048534798537,-4.805895146520146,1,0,0.0055,0.9105,0.052187500000000005,0.43193750000000003,0.1620625,0,0,0.11481250000000001,0,0,0,0,0.084,0.0104375,0.1615,0.7078125,0,0,0.3275,0.0159375,0,0.2555625,0,0.0104375,0,0,0,0.20600000000000002,-0.5533125,-0.730875,-0.7954375,0.695,0.531,0.3344375,0.6581875,0.425,38.99717514664909,43.90241385902062,2432,TRUE,FALSE
SUR: 1980-1987,SUR: 1988-1990,8,0.5702282092907093,1.9293773934398926,-2.5706226065601077,2.5,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0.105875,0,0,0,0,0,0,0,0,-2.16975,0.83175,-0.852125,-1.00525,1.167125,-0.033500000000000016,0.533,0.780375,-0.289,39.40818324909658,46.681879962811095,6503,FALSE,FALSE
SUR: 1991-1991,SUR: 1992-2020,1,1,1.30769230769231,0.30769230769230993,2,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.773,0.81,-0.599,-1.035,0.811,0.826,0.572,0.83,2.617,38.948062034211574,45.265609900501325,7615,FALSE,TRUE
THA: 1966-1974,THA: 1975-1975,175,0.3544719169719169,3.0740995115995124,-1.037011599511599,0,0.3111111111111111,0.19522222222222224,0.2,0.4,0.5158888888888888,0.9111111111111111,0,0,0.08411111111111111,0.17777777777777778,0.20477777777777778,0.08888888888888889,0.08888888888888889,0.19522222222222224,0,0.2,0.2,0.2,0.2,0.427,0.2,0,0,0.20477777777777778,0.18255555555555555,0.19522222222222224,0.08411111111111111,0,-1.5452222222222223,-1.0536666666666665,-0.8936666666666667,-0.562,-0.8697777777777778,-0.517,0.10355555555555555,0.6007777777777777,-1.1732222222222222,40.761046981811525,44.45015308380127,2664,FALSE,TRUE
THA: 1976-1982,THA: 1983-1990,7,0.6009687710089608,2.7427866575838813,1.17135808615531,1.8571428571428572,0.47614285714285715,0,0.12942857142857142,0.32942857142857146,0.6,0.8,0,0,0,0.12385714285714285,0.3142857142857143,0.04371428571428571,0.1142857142857143,0,0,0.2,0.2,0.2,0.2,0.5562857142857143,0.2,0,0,0.2,0.28014285714285714,0,0,0,-0.45299999999999996,-0.2785714285714286,0.6235714285714286,-0.0027142857142857485,-0.014571428571428577,-0.517,0.2042857142857143,0.6824285714285714,-0.36657142857142855,42.68557991027832,45.939049949646,3829,FALSE,FALSE
THA: 1991-1992,THA: 1993-2006,2,0.6088516746411483,3.723684210526315,2.223684210526315,0,0.4,0.2,0.37,0.57,0.57,0.8,0,0,0,0,0.57,0,0,0,0,0.2,0.2,0.2,0.2,0.63,0.2,0,0,0.37,0.541,0.37,0.17,0,-0.756,0.029,1.626,-1.712,0.35,-0.517,0.099,0.755,-0.338,43.86889904022217,46.85369895935059,7452,FALSE,FALSE
THA: 2007-2011,THA: 2012-2013,6,0.6070113075330467,4.700932632584806,3.100932632584806,3.2,0.342,0.0916,0.3664,0.5326,0.333,0.818,0,0.0762,0,0.0812,0.4914,0.3472,0.14780000000000001,0,0,0.2,0.2,0.2,0.2792,0.6288,0.2,0,0,0.2,0.3992,0.2008,0.08080000000000001,0,0.9448,1.5792,1.0216,1.5452,0.6766,0.524,0.6372,0.7788,-0.1924,40.05014389038086,42.77051807403564,13318,FALSE,FALSE
